"cod","desc_assunto","fk_cnj_assunto"
13939,"Salário por Equiparação/Isonomia",13858
13940,"Salário por Fora - Integração",13858
13942,"Salário Substituição",13858
11632,"Cargo - Governador",11628
11646,"Eleições - Eleição Proporcional",11583
11700,"Doação de Recursos Acima do Limite Legal - Pessoa Física",11699
11731,"Execução - De Multa Eleitoral",11729
13301,"Sexta Parte ",2581
11594,"Identificação Numérica de Candidato",11584
11493,"Participação de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral ",11482
11596,"Inelegibilidade - Abuso do Poder Econômico ou Político",11595
11597,"Inelegibilidade - Analfabetismo",11595
11598,"Inelegibilidade - Condenação Criminal por órgão colegiado ou Transitada em Julgado",11595
11599,"Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato",11595
13957,"Extinção Normal do Contrato a Termo",13949
13958,"Força Maior/Factum Principis",13949
13959,"Fraude",13949
11601,"Inelegibilidade - Inalistável",11595
11603,"Inelegibilidade - Reeleição",11595
11604,"Inelegibilidade - Rejeição de Contas Públicas",11595
13511,"Previ e Cassi/BB ",13137
13512,"Previsão de 8 Horas - Norma Coletiva ",10581
13514,"Promoção ",2458
13515,"Prorrogação do Horário Noturno ",1663
13516,"Protesto Judicial ",13208
11605,"Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral",11595
6015,"Índice da Alíquota",6012
6016,"Creditamento",5986
13400,"Despesa com Chapa ",4442
11607,"Inelegibilidade - Vida Pregressa",11595
13960,"indenização por Tempo de Serviço",13949
13961,"Indenização por Rescisão Antecipada do Contrato a Termo",13949
13962,"Justa Causa/Falta Grave",13949
11608,"Inelegibilidade - Vínculo Afetivo",11595
11627,"Registro de Candidatura - Substituição de Candidato - Por Renúncia",11620
10030,"Matrícula",10029
3448,"Atentado contra a liberdade de associação",3445
11612,"Nome do Candidato - Homonímia",11611
11633,"Cargo - Prefeito",11628
11726,"Direitos Políticos - Perda dos Direitos Políticos",11725
12239,"Remoção",12235
11673,"Propaganda Política - Propaganda Eleitoral - Rádio",11669
13517,"Quebra de Sigilo Bancário ",1855
11613,"Nome do Candidato - Variação Nominal",11611
11616,"Impugnação ao Registro de Candidatura",11615
13964,"Plano de demissão Voluntária/Incentivada",13949
13967,"Reintegração/Readmissão ou Indenização Substitutiva",13949
13968,"Rescisão Indireta",13949
13969,"Seguro Desemprego",13949
13970,"Verbas Rescisórias",13949
13971,"FGTS - Levantamento Parcial e Multa de 20%",13950
13972,"Seguro Desemprego - Impossibilidade de Acesso",13950
13973,"Verbas Rescisórias",13950
13974,"Nulidade",13954
13975,"Obstativa",13954
11642,"Eleições - 1° Turno",11583
11617,"Registro de Candidatura - Preenchimento de Vaga Remanescente",11615
11619,"Registro de Candidatura - RRCI - Candidato Individual",11615
11610,"Inelegibilidade - Vínculo em União Estável ",11595
13472,"Licença Prêmio ",2458
11637,"Cargo - Senador",11628
10711,"Gratificação de Suporte às Atividades Escolares - GSAE",10667
13521,"Reenquadramento ",2624
13522,"Reflexos ",2086
13523,"Regime 12 x 36 ",13096
11639,"Cargo - Vice-Governador",11628
11752,"Coligação Partidária - Proporcional",11749
11640,"Cargo - Vice-Prefeito",11628
11641,"Cargo - Vice-Presidente da República",11628
13976,"Acordo - Comissão de Conciliação Prévia",13966
13977,"Termo de Quitação Anual",13966
11645,"Eleições - Eleição Majoritária",11583
11649,"Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta",11648
11650,"Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro",11648
11651,"Pesquisa Eleitoral - Registro de Pesquisa Eleitoral",11648
11653,"Propaganda Política - Propaganda Eleitoral - Adesivo",11652
11655,"Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa",11652
5297,"Serviços de Telefonia ou Telegrafia",7644
14222,"Impugnação - Reclamação à Ata Geral de Eleição",12049
3486,"Registro de Nascimento Inexistente",3484
11656,"Propaganda Política - Propaganda Eleitoral - Bem Particular",11652
11657,"Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum",11652
11756,"Filiação Partidária - Cancelamento",11755
11658,"Propaganda Política - Propaganda Eleitoral - Bem Público",11652
11659,"Propaganda Política - Propaganda Eleitoral - Bem Tombado",11652
11660,"Propaganda Política - Propaganda Eleitoral - Boca de Urna",11652
11661,"Propaganda Política - Propaganda Eleitoral - Cavalete",11652
11663,"Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal",11652
11664,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",11652
14006,"Expurgos Inflacionários",13998
13473,"Licitude / Ilicitude ",2704
13474,"Limitação de Uso do Banheiro ",1855
14007,"Responsabilidade Civil do Empregador",12936
14008,"Indenização por Dano Estético",14007
14009,"Indenização por Dano Material",14007
14010,"Indenização por Dano Moral",14007
14011,"Indenização por Dano Moral Coletivo",14007
13948,"Rescisão do Contrato de Trabalho",864
11665,"Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal",11652
11769,"Partido Político - Comissão Provisória",11747
13651,"Cabineiros de Elevador",13641
11458,"Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável",9740
5973,"Empréstimos Compulsórios",14
11666,"Propaganda Política - Propaganda Eleitoral - Debate Político",11652
11691,"Registro de Comitê Financeiro - Único",11688
11667,"Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada",11652
14013,"Constituição de Capital",14009
14014,"Doença Ocupacional",14009
14015,"Pensão Vitalícia",14009
14016,"Acidente de Trabalho",14010
14017,"Anotação/Retenção da CTPS",14010
14019,"Assédio Sexual",14010
14020,"Atos Discriminatórios",14010
14021,"Condições Degradantes",14010
14022,"Controle de Correspondência Eletrônica",14010
14023,"Desconfiguração de Justa Causa",14010
14024,"Doença Ocupacional",14010
14025,"Fixação do Quantum",14010
14026,"Limitação de Uso do Banheiro",14010
11738,"Cautelar Inominada - Preparatória",11734
11682,"Propaganda Política - Propaganda Eleitoral - Pintura em Muro",11652
12593,"Impugnação de Ato Judicial",11702
13679,"Vigia e Vigilantes",13641
11672,"Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco",11669
11674,"Propaganda Política - Propaganda Eleitoral - Rádio Comunitária",11669
13399,"Desfundamentação ",13306
13702,"Hora Extra/Adicional",13667
12963,"Condições da Ação ",8938
11676,"Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação",11669
11677,"Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide",11652
11678,"Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal",11652
11681,"Propaganda Política - Propaganda Eleitoral - Outdoors",11652
14032,"Indenização por Dano Material",14031
14089,"Comum Acordo para Ajuizamento",14083
14090,"Comum Acordo para Ajuizamento",14083
12023,"Crimes da Lei Geral da Copa",3603
13365,"Caixa de Previdência ",2624
12024,"Da Lei Geral da Copa",9847
8807,"Sócio / Acionista",1937
13275,"Quitação ",2620
13172,"Férias Coletivas ",2662
11687,"Prestação de Contas - De Comitê Financeiro",11686
11689,"Registro de Comitê Financeiro - Eleição Majoritária",11688
11690,"Registro de Comitê Financeiro - Eleição Proporcional",11688
13653,"Corretores de Imóveis",13641
12026,"Estatuto do Torcedor",9847
13654,"Corretores de Seguros",13641
13337,"Adicional de Horas Extras ",2086
14034,"Responsabilidade Solidária/Subsidiária",12936
14035,"Concessão de Serviço Público",14034
14037,"Sócio/Acionista",14034
14038,"Sócio Retirante",14034
11707,"Impugnação - Identidade de Eleitor Admitido a Votar",11706
11708,"Impugnação - Nomeação de Membro da Mesa Receptora",11706
11709,"Impugnação - Nomeação de Membro da Junta Eleitoral",11706
13488,"Obstativa ",1904
13577,"Base de Cálculo ",1666
12409,"Nulidade - Título Extrajudicial Não Correspondente a Obrigação Certa, Líquida e Exigível",12408
13236,"Nutricionistas ",7644
13238,"Operador de Telemarketing ",7644
11960,"Receptação culposa",9674
13248,"Pedidos Ilíquidos - Rito Ordinário ",8942
10370,"Concurso Público / Edital",9985
11710,"Impugnação - Sistema Eletrônico de Votação",11706
11711,"Impugnação - Voto por Cédula",11706
11712,"Registro de Candidatura - DRAP - Partido/Coligação",11583
11714,"Apuração/Totalização de Votos",11713
11715,"Quociente Eleitoral/Partidário",11713
11771,"Propaganda Política - Propaganda Intrapartidária",11770
13655,"Digitadores/Mecanógrafos/Datilógrafos",13641
3487,"Sonegação do Estado de Filiação",3484
11724,"Diplomação",11428
13385,"Contratuais ",10655
7646,"Rural",7644
11767,"Partido Político - Órgão de Direção Municipal",11764
11730,"Execução - De Astreintes",11729
11735,"Cautelar Inominada - De Busca e Apreensão",11734
11736,"Cautelar Inominada - De Produção Antecipada de Provas",11734
13060,"Alteração da Jornada ",1658
13064,"Aposentadoria ",2620
13103,"Complementação de Benefício Previdenciário ",2581
13104,"Complemento Temporário Variável de Ajuste ao Piso de Mercado ",2581
13126,"Corretores de Imóveis ",7644
13136,"Depósito ",9580
8813,"Licenças e Folgas - Conversão em Pecúnia",2581
8822,"Indenização Adicional",2546
11741,"Exceção - De Ilegitimidade de Parte",11739
13709,"Advertência/Suspensão",13707
11742,"Exceção - De Impedimento",11739
11743,"Exceção - De Incompetência",11739
11844,"Minorias Étnicas",9986
11744,"Exceção - De Litispendência",11739
11745,"Exceção - De Pré-Executividade",11739
11757,"Filiação Partidária - Coexistência",11755
14033,"Indenização por Dano Moral",14031
11758,"Filiação Partidária - Exclusão",11755
11760,"Justificação de Desfiliação Partidária",11759
11761,"Perda de Cargo Eletivo por Desfiliação Partidária",11759
11810,"Dever de Informação",1156
13063,"Anulação de Constituição de Sindicato ",13016
11845,"Comunicação Social",9986
11762,"Fusão de Partidos Políticos",11747
9696,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza (art.169)",9674
9869,"Responsabilidade Criminal por Danos Nucleares",9847
9872,"Contra o Sistema Financeiro Nacional",9847
5917,"IRPF/Imposto de Renda de Pessoa Física",5916
3371,"Homicídio Privilegiado",3369
13480,"Multa Administrativa por Ausência de Registro ",1844
11763,"Incorporação de Partidos Políticos",11747
3387,"Seguida de Morte",3385
3388,"Periclitação da Vida e da Saúde",287
11765,"Dissolução de Órgão de Direção Partidária",11764
13657,"Economistas",13641
14040,"Terceirização/Tomador de Serviços",14034
14042,"Empreitada/Dono da Obra",14040
14043,"Ente Público",14040
14044,"Isonomia Salarial",14040
14045,"Licitude/Ilicitude",14040
4842,"Reajuste de Prestações",4839
4972,"Duplicata",7717
5680,"Edição",9580
7776,"Transporte Terrestre",7771
7704,"Pagamento em Consignação",7690
7767,"Substituição do Produto",6220
9691,"Estelionato Majorado (art. 171, § 3º)",9674
9692,"Outras fraudes",9674
3372,"Homicídio Qualificado",3369
3373,"Induzimento, Instigação ou Auxílio a Suicídio",3369
3375,"Infanticídio",3369
3385,"Lesão Corporal",287
10023,"Multas e demais Sanções",10022
10946,"Correção Monetária de Diferenças Pagas em Atraso",10313
3389,"Perigo de contágio de moléstia grave",3388
3391,"Abandono de incapaz",3388
3394,"Crimes contra a Honra",287
3401,"Constrangimento ilegal ",3400
3402,"Ameaça ",3400
3403,"Seqüestro e cárcere privado ",3400
3427,"Introdução ou abandono de animais em propriedade alheia",3415
3428,"Dano em coisa de valor artístico, arqueológico ou histórico",3415
12015,"Crime da Lei Sobre Permissão de Lavra Garimpeira",3603
3429,"Alteração de local especialmente protegido",3415
3447,"Atentado contra a liberdade de contrato de trabalho e boicotagem violenta",3445
3404,"Redução a condição análoga à de escravo ",3400
3420,"Extorsão ",3415
3406,"Violação de domicílio ",3405
3408,"Violação de correspondência ",3407
3409,"Sonegação ou destruição de correspondência ",3407
3410,"Violação de comunicação telegráfica, radioelétrica ou telefônica ",3407
3411,"Violação de Correspondência comercial ",3407
3413,"Divulgação de segredo ",3412
3414,"Violação do segredo profissional ",3412
3446,"Atentado contra a liberdade de trabalho",3445
3498,"Difusão de doença ou praga",3491
3416,"Furto ",3415
3418,"Furto de coisa comum ",3415
3421,"Extorsão mediante seqüestro ",3415
3422,"Extorsão indireta",3415
3423,"Alteração de limites ",3415
3424,"Usurpação de águas ",3415
3425,"Esbulho possessório",3415
3426,"Dano",3415
3430,"Apropriação indébita Previdenciária ",3415
10707,"Gratificação de Encargos Especiais - GEE",10667
3431,"Estelionato",3415
3432,"Estelionato Majorado ",3415
3433,"Outras fraudes",3415
3434,"Fraude à execução ",3415
3455,"Aliciamento de trabalhadores de um local para outro do território nacional",3445
3435,"Receptação",3415
3436,"Apropriação indébita",3415
3437,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",3415
9839,"Advocacia administrativa (art. 321)",9828
5289,"Médicos",7644
10137,"Política de Preço Mínimo",10136
3443,"Violação de direito autoral",3442
3445,"Crimes contra a Organização do Trabalho",287
13442,"Gratificação ",5280
3449,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",3445
3450,"Paralisação de trabalho de interesse coletivo",3445
3451,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem",3445
3452,"Frustração de direitos assegurados por lei trabalhista",3445
3453,"Exercício de atividade com infração de decisão administrativa ",3445
3454,"Aliciamento para fins de emigração",3445
3456,"Frustração de lei sobre a nacionalização do trabalho ",3445
3458,"Destruição / Subração / Ocultação de Cadáver",3457
3459,"Impedimento ou Perturbação de Cerimônia Funerária",3457
13658,"Empregados Portuários",13641
3460,"Vilipêndio a Cadáver",3457
3461,"Violação a Sepultura ",3457
3462,"Ultraje / Impedimento ou Perturbação de Culto Religioso",3457
3463,"Crimes contra a Dignidade Sexual",287
3480,"Conhecimento Prévio de Impedimento ",3477
3539,"Uso de documento falso ",3523
3465,"Estupro ",3463
13508,"Prêmio ",2624
3466,"Atentado Violento ao Pudor ",3463
3467,"Atentado ao Pudor Mediante Fraude",3463
3468,"Corrupção de Menores",3463
3469,"Ultraje Público ao Pudor (Ato/Escrito Obsceno)",3463
10163,"PIS/PASEP",10157
9766,"Crimes Contra o Estado de Filiação",9755
13418,"Ente Público ",2704
3471,"Mediação para Servir a Lascívia de Outrem ",3463
3472,"Crimes contra a Família",287
3473,"Crimes Contra a Assistência Familiar",3472
3505,"Epidemia ",3491
13533,"Salário Complessivo ",2458
13536,"Seguro Desemprego - Impossibilidade de Acesso ",13049
3474,"Abandono Material",3473
3475,"Abandono Intelectual",3473
12564,"Alistamento Eleitoral - Fraude",11574
3476,"Entrega de Filho Menor a Pessoa Inidônea",3473
3479,"Bigamia",3477
3481,"Induzimento a erro essencial e ocultação de impedimento",3477
3482,"Simulação de Casamento",3477
3483,"Simulação de Autoridade para Celebração de Casamento",3477
3484,"Crimes Contra o Estado de Filiação",3472
9832,"Emprego irregular de verbas ou rendas públicas (art. 315)",9828
2657,"Anistia",2656
3485,"Parto Suposto ",3484
3477,"Crimes contra o Casamento",3472
3489,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes",3488
3618,"Crimes contra o Meio Ambiente e o Patrimônio Genético",3603
3490,"Subtração de Incapazes ",3488
3491,"Crimes contra a Incolumidade Pública",287
13222,"Mãe Social ",7628
13158,"Equipe ",7628
3506,"Emprego de Processo Proibido/Substância não permitida",3491
13419,"Equiparação Salarial ",5288
3507,"Invólucro ou recipiente com falsa indicação ",3491
10159,"Atualização de Conta",10158
3497,"Subtração, ocultação ou inutilização de material de salvamento",3491
9666,"Contra a inviolabilidade de correspondência",9634
3500,"Desastre ferroviário / Perigo de Desastre Ferroviário",3491
3501,"Atentado contra a segurança de transporte público",3491
10889,"Efeitos da Declaração de Inconstitucionalidade",10645
10893,"Base de Cálculo",10302
3502,"Arremesso de projétil",3491
3503,"Atentado contra a segurança de serviços de utilidade pública ",3491
9883,"Atividades Nucleares (Lei 6.453/77)",9878
11056,"Competência da Justiça Militar Estadual",11053
3504,"Interrupção /perturbação de serviços telegráficos/telefônicos",3491
5295,"Químicos",7644
7942,"Execução Penal e de Medidas Alternativas",1209
13680,"Dedicação Exclusiva",13643
3508,"Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais",3491
3509,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",3491
3510,"Charlatanismo ",3491
3511,"Corrupção ou Poluição de Água Potável",3491
3512,"Curandeirismo ",3491
3513,"Envenenamento de Água Potável / Substância Alimentícia ou Medicinal",3491
3514,"Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios",3491
3515,"Infração de Medida Sanitária Preventiva",3491
3516,"Omissão de Notificação de Doença",3491
3517,"Outras Substâncias Nocivas a Saúde Pública ",3491
3519,"Substância Destinada à Falsificação",3491
3521,"Quadrilha ou Bando",3520
3523,"Crimes contra a Fé Pública",287
3545,"Petrechos de Falsificação de Papéis Públicos",3523
3577,"Comunicação falsa de crime ou de contravenção ",5874
3578,"Auto-acusação falsa",5874
3548,"Peculato",3547
5835,"Disposição de coisa alheia como própria",3415
3524,"Moeda Falsa / Assimilados",3523
3527,"Petrechos para falsificação de moeda ",3523
12043,"Registro de Candidatura %u2013 DRAP",11619
3528,"Emissão de título ao portador sem permissão legal ",3523
3540,"Supressão de documento ",3523
3570,"Inutilização de edital ou de sinal ",5872
3536,"Falsidade material de atestado ou certidão ",3523
3529,"Falsificação de papéis públicos ",3523
3530,"Falsificação do selo ou sinal público ",3523
3546,"Adulteração de Sinal Identificador de Veículo Automotor",3523
3547,"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral",287
3579,"Falso testemunho ou falsa perícia ",5874
3531,"Falsificação de documento público",3523
3532,"Falsificação de documento particular ",3523
3533,"Falsidade ideológica ",3523
3534,"Falso reconhecimento de firma ou letra",3523
3535,"Certidão ou atestado ideologicamente falso ",3523
3537,"Falsidade de atestado médico ",3523
12047,"Prestação de Contas - De Comitê Financeiro",12045
3538,"Reprodução ou adulteração de selo ou peça filatélica ",3523
3541,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins ",3523
3542,"Falsa identidade ",3523
3543,"Fraude de lei sobre estrangeiros",3523
3550,"Peculato mediante erro de outrem",3547
3551,"Extravio, sonegação ou inutilização de livro ou documento ",3547
3552,"Emprego irregular de verbas ou rendas públicas ",3547
3553,"Concussão ",3547
3554,"Excesso de exação ",3547
3555,"Corrupção passiva ",3547
3556,"Facilitação de contrabando ou descaminho ",3547
3573,"Desacato ",5872
1966," Portador de HIV",2656
3557,"Prevaricação",3547
3558,"Condescendência criminosa",3547
3559,"Advocacia administrativa ",3547
3560,"Violência arbitrária ",3547
3561,"Abandono de função ",3547
3562,"Exercício funcional ilegalmente antecipado ou prolongado ",3547
10564,"Contribuição Sindical Rural",1697
12055,"Impugnação - Transferência de Domicílio Eleitoral",12049
3580,"Coação no curso do processo ",5874
3563,"Violação do sigilo funcional ",3547
3564,"Violação do sigilo de proposta de concorrência ",3547
3566,"Resistência ",5872
12923,"Jubilamento de Aluno",12797
3567,"Tráfico de influência ",5872
3568,"Corrupção ativa ",5872
3569,"Impedimento, perturbação ou fraude de concorrência",5872
3571,"Subtração ou inutilização de livro ou documento ",5872
3572,"Desobediência ",5872
5352,"Anotação / Baixa / Retificação",1844
10722,"Gratificação de Desempenho de Atividade Jurídica - GDAJ",10718
3574,"Contrabando ou descaminho ",5872
3575,"Reingresso de estrangeiro expulso ",5874
12056,"Impugnação - Voto por Cédula",12049
3576,"Denunciação caluniosa ",5874
3595,"Desobediência a decisão judicial sobre perda ou suspensão de direitos ",5874
3581,"Exercício arbitrário das próprias razões ",5874
3582,"Fraude processual",5874
3583,"Favorecimento pessoal ",5874
3584,"Favorecimento real ",5874
3651,"Crimes Agrários",3603
3585,"Exercício arbitrário ou abuso de poder ",5874
3586,"Fuga de pessoa presa ou submetida a medida de segurança ",5874
4703,"Defeito, nulidade ou anulação",4701
3587,"Evasão mediante violência contra a pessoa ",5874
3588,"Arrebatamento de preso ",5874
3589,"Motim de presos ",5874
3590,"Patrocínio infiel ",5874
3591,"Patrocínio simultâneo ou tergiversação ",5874
12590,"Apuração de Irregularidade na Conduta Funcional",11562
13294,"Repetição da Prova ",8990
3592,"Sonegação de papel ou objeto de valor probatório ",5874
3593,"Exploração de prestígio ",5874
3594,"Violência ou fraude em arrematação judicial",5874
3596,"Inserção de dados falsos em sistema de informações ",3547
3597,"Modificação ou alteração não autorizada de sistema de informações ",3547
3647,"Crimes praticados contra os índios e a cultura indígena",3603
3598,"Sonegação de contribuição previdenciária ",5872
3604,"Crimes de Responsabilidade",3603
3606,"Crimes de Abuso de Autoridade",3603
3607,"Crimes de Tráfico Ilícito e Uso Indevido de Drogas",3603
3608,"Tráfico de Drogas e Condutas Afins",3607
3610,"Crimes contra o Serviço Postal e o Serviço de Telegrama",3603
5874,"Crimes Contra a Administração da Justiça",287
3612,"Crimes contra o Sistema Financeiro Nacional",3603
3613,"Crimes Resultante de Preconceito de Raça ou de Cor",3603
3640,"Crimes de genocídio",3603
3614,"Crimes contra a Ordem Tributária",3603
3615,"Crimes contra a Ordem Econômica",3603
3617,"Representação caluniosa",3603
3650,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",3603
3624,"Caça ",3618
3626,"Liberação ou Descarte de OGM Organismo Geneticamente Modificado - Biossegurança",3618
8828,"Jurisdição e Competência",8826
3627,"Pesca ",3618
3641,"Sigilo Telefônico",3603
3642,"Crimes da Lei de licitações",3603
5836,"Alienação ou Oneração Fraudulenta de Coisa Própria",3415
3628,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",3603
3629,"Crimes contra as Telecomunicações",3603
3630,"Crimes Previstos na Lei de Estrangeiros",3603
5564,"Furto Privilegiado",3415
3631,"Crimes de Tortura",3603
3632,"Crimes de Trânsito",3603
3633,"Crimes do Sistema Nacional de Armas",3603
3634,"Crimes de Imprensa",3603
5906,"Ordenação de Despesa Não Autorizada",5875
3638,"Crimes contra o mercado de capitais",3603
5573,"Apropriação de Coisa Achada",3415
5632,"Prescrição e Decadência",7947
3643,"Crimes da Lei de remoção de órgãos e tecidos",3603
3653,"Crimes relacionados à Comissão Parlamentar de Inquérito",3603
3655,"Crime de Quebra de Sigilo Financeiro",3603
5565,"Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior",3415
12045,"Prestação de Contas",11583
5566,"Roubo Majorado",3415
3656,"Crimes do Código Brasileiro de Telecomunicações",3603
3659,"Crimes Previstos no Estatuto do Idoso",3603
5907,"Prestação de Garantia Graciosa",5875
3660,"Parcelamento do solo urbano",3603
3661,"Crimes Falimentares",3603
4272,"Trancamento",4263
4370,"Recebimento",4368
4371,"Rejeição",4368
4701,"Ato / Negócio Jurídico",7947
5567,"Latrocínio",3415
5568,"Extorsão mediante Seqüestro Seguida de Morte",3415
5569,"Extorsão mediante Sequestro Seguida de Lesão Corporal Grave",3415
5570,"Supressão ou Alteração de Marca em Animais",3415
5571,"Dano Qualificado",3415
5572,"Apropriação de Tesouro",3415
5754,"Pessoas naturais",899
5837,"Defraudação de Penhor",3415
5838,"Fraude na Entrega de Coisa",3415
5839,"Fraude para Recebimento de Indenização ou Valor de Seguro",3415
5840,"Fraude no Pagamento por Meio de Cheque",3415
5841,"Duplicata Simulada",3415
5842,"Abuso de Incapazes",3415
5843,"Induzimento à Especulação",3415
5844,"Fraude no Comércio",3415
9649,"Perigo de contágio de moléstia grave",9648
5845,"Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações",3415
5846,"Emissão Irregular de Conhecimento de Depósito ou &quot;Warrant&quot;",3415
5847,"Receptação Qualificada",3415
5850,"Posse Sexual Mediante Fraude",3463
5851,"Assédio Sexual",3463
5852,"Favorecimento da Prostituição",3463
5853,"Casa de Prostituição",3463
5854,"Rufianismo",3463
5855,"Tráfico Internacional de Pessoas",3463
5908,"Não Cancelamento de Restos a Pagar",5875
5856,"Tráfico Interno de Pessoas",3463
5862,"Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante",3491
5866,"Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 ",3491
5867,"Medicamento em Desacordo com Receita Médica",3491
5872,"Crimes Praticados por Particular Contra a Administração em Geral",287
5873,"Crimes Praticados por Particular Contra a Administração Pública Estrangeira",287
5876,"Corrupção Ativa em Transação Comercial Internacional",5873
5877,"Tráfico de Influência em Transação Comercial Internacional",5873
5878,"Crimes contra Patente de Invenção",3438
5909,"Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura",5875
10622,"Extinção da Punibilidade",10620
5879,"Crimes contra os Desenhos Industriais",3438
5880,"Crimes contra as Marcas",3438
5881,"Crimes Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda ",3438
5882,"Crimes contra Indicações Geeográficas e Demais Indicações",3438
10614,"Abolitio Criminis",10612
5900,"Prescrição Culposa de Drogas",3607
5901,"Condução de Embarcação ou Aeronave sob Efeito de Drogas",3607
5883,"Crimes de Concorrência Desleal",3438
10840,"Homicídio",3664
5910,"Oferta Pública ou Colocação de Títulos no Mercado",5875
5911,"Perigo de Contágio Venéreo",3388
7794,"Tratamento Ambulatorial",7793
11671,"Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda",11669
5885,"Posse de Drogas para Consumo Pessoal",3607
5893,"Crime Contra a Administração da Justiça - Lei da Ação de Alimentos ",3603
5894,"Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins ",3607
5895,"Indução, Instigação ou Auxílio ao Uso de Drogas",3607
5896,"Oferecimento de Drogas para Consumo Conjunto",3607
10615,"Princípio da Insignificância",10612
10616,"Legítima Defesa",10613
5897,"Associação para a Produção e Tráfico e Condutas Afins",3607
5898,"Financiamento ou Custeio de Produção ou Tráfico de Drogas",3607
5899,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas ",3607
5903,"Contratação de Operação de Crédito",5875
5904,"Inscrição de Despesas Não Empenhadas",5875
5905,"Assunção de Obrigação no Último Ano do Mandato ou Legislatura",5875
7795,"Internação",7793
7928,"Liberdade Provisória",1209
7940,"Deserção",4305
10754,"Desobediência à determinações da Justiça Eleitoral",3654
7945,"Falsidade",1209
7947,"Fatos Jurídicos",899
8809,"Acidente de Trabalho",8808
8829,"Competência ",8828
8942,"Extinção do Processo Sem Resolução de Mérito",8938
8960,"Processo e Procedimento",8826
9060,"Prazo",9045
9148,"Liquidação / Cumprimento / Execução",8826
10012,"Dano ao Erário",10011
10013,"Enriquecimento ilícito",10011
10014,"Violação dos Princípios Administrativos",10011
13457,"Incorporação ",2055
10364,"Advertência / Repreensão",10363
10365,"Impedimento / Detenção / Prisão",10363
10367,"Suspensão",10363
9648,"Periclitação da Vida e da Saúde",9634
10531,"ICMS / Incidência Sobre o Ativo Fixo",5946
13361,"Bancos ",8805
10509,"Exposição ou Abandono de Recém Nascido",3388
10514,"Utilização de Embrião Humano em Desacordo com a Legislação - Biossegurança",3618
10515,"Prática de engenharia genética em célula germinal; zigoto ou embrião humanos - Biossegurança",3618
10523,"Despenalização / Descriminalização",5885
10600,"Impedimento",4264
10601,"Suspeição",4264
10617,"Estado de Necessidade",10613
10618,"Estrito Cumprimento do Dever Legal",10613
10619,"Inexigibilidade de Conduta Diversa",10613
10620,"Parte Geral",287
10623,"Prescrição",10622
10624,"Perdão",10622
10625,"Anistia",10622
10627,"Pagamento ou Parcelamento do Crédito Tributário",10622
10628,"Substituição da Pena",10621
10822,"Publicação de pesquisa irregular",3654
10633,"Regime inicial",10621
13494,"Outros Adicionais ",2594
